t_day,t_month,t_year,Genre,views,likes,dislikes,comment_count
1,1,1,Sports,812832,7701,320,2505
6,6,6,Pets & Animals,392184,18690,586,2576
6,6,6,Film & Animation,106731,190,8,33
13,13,13,Science & Technology,3280332,14142,189,898
13,13,13,News & Politics,3558834,20263,2590,4233
4,4,4,Entertainment,3380359,25710,2506,3919
24,24,24,Entertainment,1259904,35398,601,2565
5,5,5,Howto & Style,140011,4481,231,744
7,7,7,Music,1023627,33521,918,2422
12,12,12,Music,3953945,110060,3831,7273
4,4,4,Science & Technology,36007,2712,16,231
9,9,9,Sports,1598439,13453,629,1389
6,6,6,Entertainment,4110136,293974,2835,24356
9,9,9,Science & Technology,55615,621,173,149
22,22,22,Music,9534322,156895,3356,5564
16,16,16,Music,5609393,94802,2199,3738
7,7,7,News & Politics,302440,11731,802,2494
1,1,1,Comedy,279522,4662,101,156
7,7,7,News & Politics,1349950,5601,1180,10265
2,2,2,News & Politics,114424,618,288,977
6,6,6,Entertainment,100812,791,115,68
10,10,10,Sports,597667,5649,408,3711
6,6,6,Sports,332511,3374,285,1603
15,15,15,Howto & Style,1691844,27882,2553,4492
1,1,1,Travel & Events,2700,59,2,7
3,3,3,News & Politics,4351,10,0,0
1,1,1,News & Politics,279827,3595,2770,3266
3,3,3,Howto & Style,3791,70,1,6
8,8,8,Music,602839,18404,369,528
10,10,10,Entertainment,2109732,1311,49,212
2,2,2,Entertainment,451523,3606,149,550
1,1,1,News & Politics,688274,5945,2455,6137
5,5,5,News & Politics,443498,911,145,373
13,13,13,Sports,18094162,632830,9098,54262
5,5,5,Howto & Style,1111255,49469,992,9695
7,7,7,People & Blogs,457513,5958,2114,853
5,5,5,Entertainment,1689,7,0,2
3,3,3,Travel & Events,503840,17587,216,1307
5,5,5,Science & Technology,394975,14667,472,1830
8,8,8,News & Politics,26103,267,232,242
10,10,10,News & Politics,681882,3789,220,2275
1,1,1,Gaming,2183462,79677,2034,3464
2,2,2,Education,337597,5626,832,1257
14,14,14,Sports,18040000,484833,22933,33587
8,8,8,Comedy,2889410,37587,4880,5710
15,15,15,Music,1215287,41564,682,1996
4,4,4,Music,403887,20780,643,1745
2,2,2,Sports,254142,733,1198,198
2,2,2,Education,286577,9606,248,1214
3,3,3,Entertainment,2613507,21307,5113,4256
6,6,6,Pets & Animals,433420,2096,166,370
12,12,12,Comedy,582693,16511,695,859
6,6,6,News & Politics,569902,4127,1869,1347
6,6,6,Entertainment,108402,630,232,257
12,12,12,People & Blogs,2422767,85558,715,2111
9,9,9,People & Blogs,2604392,92695,2404,4433
11,11,11,Film & Animation,75433,1192,589,326
5,5,5,People & Blogs,1677912,69167,852,3863
5,5,5,Howto & Style,20545,550,2,83
6,6,6,News & Politics,965328,20934,699,421
4,4,4,Education,1285558,18981,3097,3596
7,7,7,Music,4594686,135774,4939,11073
5,5,5,Travel & Events,122396,4377,163,625
7,7,7,Entertainment,1446252,23963,1240,1849
2,2,2,People & Blogs,287615,1085,22,98
1,1,1,Film & Animation,895352,141731,2413,11279
2,2,2,Science & Technology,177892,939,374,806
13,13,13,Entertainment,708014,10664,575,1012
7,7,7,Entertainment,274030,4905,287,1285
7,7,7,Howto & Style,383330,23420,438,1534
14,14,14,Howto & Style,565288,20907,423,2276
14,14,14,Howto & Style,371510,11614,395,1002
7,7,7,Howto & Style,392117,22397,311,1416
11,11,11,Howto & Style,330310,18307,408,1867
6,6,6,People & Blogs,457181,15082,475,1002
7,7,7,Howto & Style,436638,37923,485,3963
1,1,1,Sports,945920,7559,349,2351
2,2,2,Entertainment,237766,2948,535,521
2,2,2,Howto & Style,332114,67,11,23
7,7,7,News & Politics,397776,2860,933,0
1,1,1,News & Politics,316379,2388,755,0
4,4,4,People & Blogs,393366,1625,434,313
6,6,6,Comedy,233904,840,82,154
8,8,8,Entertainment,2659593,20003,723,2151
11,11,11,Howto & Style,2444087,96754,1856,23077
5,5,5,Comedy,56717,3804,160,376
1,1,1,Science & Technology,3390,129,1,43
4,4,4,Film & Animation,419400,2357,1147,450
7,7,7,Music,14860998,560637,8596,23365
13,13,13,Music,45938392,728696,43049,43541
7,7,7,Music,2699114,117929,912,4090
4,4,4,Music,5159763,146732,4515,7048
6,6,6,Entertainment,781858,12207,1162,4069
2,2,2,Comedy,543067,20302,502,1009
7,7,7,Education,838402,24115,342,1805
3,3,3,Entertainment,2178547,3354,118,305
16,16,16,Entertainment,260697,25115,381,0
10,10,10,Howto & Style,521611,22478,529,1861
4,4,4,Entertainment,55901,3770,31,419
11,11,11,Howto & Style,930151,0,0,0
6,6,6,Howto & Style,527683,50581,482,10511
11,11,11,Entertainment,1959703,143641,3873,9121
11,11,11,Comedy,312793,19417,755,5891
22,22,22,Entertainment,2025376,50919,2127,8253
14,14,14,Sports,8715134,395480,13648,66464
14,14,14,Comedy,2066897,31111,910,6296
6,6,6,People & Blogs,299465,24317,332,1028
5,5,5,Entertainment,296755,41687,403,2897
5,5,5,Entertainment,327211,25130,521,1224
2,2,2,Entertainment,283531,5743,194,434
14,14,14,Education,832796,17158,655,3703
1,1,1,Film & Animation,83200,15262,26,881
9,9,9,Travel & Events,1794493,28780,1484,5557
5,5,5,Film & Animation,199547,13027,63,888
6,6,6,People & Blogs,182113,14843,81,579
13,13,13,Howto & Style,537376,23409,776,1673
4,4,4,Howto & Style,3232536,158716,3457,13487
6,6,6,Entertainment,250260,6550,393,1063
13,13,13,Music,25757299,1036693,10869,213764
21,21,21,Howto & Style,212335,8715,183,1671
14,14,14,Entertainment,1040659,18814,1224,1837
6,6,6,Entertainment,31831,494,7,37
8,8,8,Entertainment,1273975,16954,2329,2538
1,1,1,Entertainment,575476,15218,426,1206
3,3,3,Entertainment,143619,1163,43,120
7,7,7,Comedy,172205,5474,91,366
5,5,5,Music,380031,17639,274,927
4,4,4,Howto & Style,1491975,36227,900,1609
23,23,23,Music,681328,8976,540,1167
5,5,5,Howto & Style,444370,24313,232,2559
3,3,3,Film & Animation,2122489,20085,1104,1322
7,7,7,Sports,316194,2014,107,421
6,6,6,Sports,778479,4969,449,1205
7,7,7,Gaming,4656429,200994,8055,90979
4,4,4,Gaming,4585563,200284,6154,47646
14,14,14,Gaming,4823561,119162,6217,51372
18,18,18,Gaming,5112413,140736,13108,40684
16,16,16,Shows,1445949,33261,475,2181
25,25,25,Shows,1351321,22587,616,1649
15,15,15,News & Politics,2340514,17381,513,2023
1,1,1,Entertainment,94432,4057,37,293
3,3,3,Film & Animation,1082,2,0,1
4,4,4,Entertainment,380760,45444,466,3180
2,2,2,Sports,1073561,1299,16,55
8,8,8,News & Politics,540227,2533,1212,2087
3,3,3,Science & Technology,8924,48,2,3
3,3,3,Comedy,1586426,17072,2293,2204
5,5,5,Autos & Vehicles,1823117,2205,258,301
1,1,1,Science & Technology,24311,176,2,42
11,11,11,Music,911608,26748,484,1001
12,12,12,Music,386991,9083,190,467
6,6,6,Entertainment,5398142,56291,6964,12326
8,8,8,Sports,1251416,10836,568,1647
6,6,6,Entertainment,54990,524,32,79
6,6,6,Pets & Animals,96288,812,27,69
3,3,3,News & Politics,1106,39,12,18
4,4,4,Comedy,680776,22884,1643,1640
12,12,12,Music,1322797,71645,611,3604
7,7,7,Comedy,363681,8601,687,829
4,4,4,Comedy,3913682,129182,8991,6408
5,5,5,Gaming,57462,2892,83,354
8,8,8,Film & Animation,726665,20573,485,3776
14,14,14,Howto & Style,850341,40859,644,2146
5,5,5,Entertainment,805722,29064,1666,1425
5,5,5,Film & Animation,615349,8495,393,1595
28,28,28,Science & Technology,6731401,86419,3123,13443
12,12,12,Gaming,977753,59965,2429,8871
6,6,6,Music,872277,55898,913,5105
2,2,2,Entertainment,1037861,28293,2984,5158
14,14,14,Sports,16371326,408367,10101,28927
7,7,7,Science & Technology,975232,20140,1954,2172
6,6,6,People & Blogs,1156041,37244,621,1611
1,1,1,Sports,784937,4553,290,1478
5,5,5,Comedy,554706,19379,557,869
1,1,1,Comedy,1035804,18816,737,1133
2,2,2,Music,5839,427,14,28
12,12,12,Howto & Style,1535269,59280,2743,6707
6,6,6,Howto & Style,75363,3119,58,176
2,2,2,Pets & Animals,185620,4052,346,525
2,2,2,Entertainment,583584,13886,248,1385
1,1,1,Comedy,359120,15130,223,1143
1,1,1,People & Blogs,311438,13101,688,1366
2,2,2,Howto & Style,15870,910,41,80
12,12,12,Comedy,2910915,195530,1278,12583
7,7,7,Entertainment,299105,20519,503,3146
5,5,5,Entertainment,65197,193,40,32
3,3,3,Science & Technology,79154,4936,45,552
1,1,1,Entertainment,149962,1067,127,1866
5,5,5,Entertainment,729500,22885,751,3235
6,6,6,Sports,315116,4866,91,219
1,1,1,Science & Technology,2457408,2707,200,209
4,4,4,Sports,155126,6646,121,322
13,13,13,Sports,1652914,19764,341,1197
2,2,2,Sports,45548,1776,159,83
6,6,6,Sports,292015,5190,239,570
3,3,3,Comedy,1779855,38399,1638,2633
6,6,6,Gaming,2568366,95646,1381,11732
4,4,4,People & Blogs,151902,2676,37,239
6,6,6,News & Politics,49455,375,258,249
5,5,5,Comedy,154731,8963,70,1076
15,15,15,Science & Technology,1635301,120791,1098,20711
4,4,4,Entertainment,200899,1025,1384,655
4,4,4,Entertainment,150991,746,758,687
1,1,1,News & Politics,41264,514,544,600
1,1,1,Entertainment,20068,830,32,262
1,1,1,Sports,1634519,7168,533,1529
7,7,7,Autos & Vehicles,842594,6068,327,554
6,6,6,Entertainment,536288,36133,542,3543
7,7,7,People & Blogs,207648,7048,265,521
6,6,6,People & Blogs,648993,70174,343,2935
4,4,4,Film & Animation,296518,1974,41,157
7,7,7,Science & Technology,3257990,94373,6600,8866
1,1,1,People & Blogs,3114,14,0,4
9,9,9,Science & Technology,297405,4641,397,616
1,1,1,Science & Technology,853051,17455,1567,0
5,5,5,Science & Technology,277281,5031,363,453
3,3,3,Science & Technology,343860,6546,404,732
2,2,2,Science & Technology,1646057,53901,1566,5963
14,14,14,Entertainment,453506,14494,615,916
1,1,1,Comedy,342260,7319,197,357
11,11,11,Science & Technology,567037,9028,612,1573
8,8,8,Entertainment,4203879,95218,4721,8633
8,8,8,Entertainment,2788162,27260,896,3970
4,4,4,Pets & Animals,590444,5748,438,875
14,14,14,Music,25016614,911150,30130,78492
15,15,15,Gaming,813414,46295,1078,6870
1,1,1,People & Blogs,402418,10070,3303,2142
13,13,13,Comedy,661061,11911,411,589
6,6,6,Music,1823157,137266,1438,8543
12,12,12,Music,3506379,187060,2310,14272
7,7,7,Music,2286134,153706,1358,9905
16,16,16,Entertainment,928027,31374,386,1828
1,1,1,Entertainment,57516,1471,49,112
7,7,7,Comedy,384050,14184,232,1523
4,4,4,Music,159168,4546,268,1791
4,4,4,Music,4010,83,13,94
3,3,3,News & Politics,467531,4028,20385,4612
5,5,5,People & Blogs,77763,4640,42,483
4,4,4,Sports,2505614,43063,3155,1662
6,6,6,Music,221395,18407,185,1337
5,5,5,Music,2275359,111392,3145,10169
14,14,14,Howto & Style,218903,6122,621,947
5,5,5,Comedy,647516,33556,572,1482
1,1,1,News & Politics,6084,203,70,200
5,5,5,Film & Animation,35247,775,33,102
1,1,1,Comedy,54392,470,19,44
2,2,2,News & Politics,2084,35,11,0
2,2,2,Entertainment,433450,2157,33,148
5,5,5,Music,65211,5497,31,460
6,6,6,Entertainment,1062499,32276,4594,5547
6,6,6,Entertainment,278795,18390,198,1491
10,10,10,Film & Animation,107735,586,219,130
13,13,13,People & Blogs,927416,14897,864,1640
2,2,2,News & Politics,290022,1835,682,1349
7,7,7,Entertainment,6855630,1394,323,132
3,3,3,Comedy,1088653,53915,2368,2993
3,3,3,Entertainment,37891,405,5,18
7,7,7,Entertainment,3648476,47712,2976,0
6,6,6,Entertainment,4631209,280213,5135,40159
4,4,4,Film & Animation,412649,9687,1207,1670
2,2,2,Comedy,130817,3464,2442,973
19,19,19,Comedy,1369854,56557,1468,23044
6,6,6,People & Blogs,26940,1933,11,319
1,1,1,Comedy,1365999,26821,423,1908
3,3,3,Entertainment,518107,8837,308,582
5,5,5,Comedy,2047272,43554,1002,3130
1,1,1,Entertainment,571176,13099,166,895
3,3,3,Travel & Events,122059,328,27,22
4,4,4,Entertainment,967885,4270,455,1126
3,3,3,Entertainment,563127,5487,397,401
2,2,2,Entertainment,271685,3330,854,0
3,3,3,News & Politics,95379,301,881,1414
5,5,5,Music,298642,10167,244,562
4,4,4,Music,72940,1353,102,145
6,6,6,Music,95486,2278,101,252
6,6,6,Music,1225591,108292,447,4668
6,6,6,People & Blogs,1542531,124632,2778,7661
3,3,3,Entertainment,116082,7449,72,1249
8,8,8,People & Blogs,172301,12038,81,700
12,12,12,Comedy,3205037,84378,11076,7554
3,3,3,Sports,20618,30,0,2
7,7,7,Comedy,367012,26794,303,2109
3,3,3,News & Politics,1593,6,1,3
3,3,3,Sports,6993,20,58,54
6,6,6,Howto & Style,1017290,56899,2108,7449
5,5,5,Entertainment,734851,46803,507,2571
6,6,6,Entertainment,536419,32725,1575,3863
3,3,3,Entertainment,2259888,99803,1074,15766
18,18,18,Music,842721,15128,196,420
5,5,5,Howto & Style,539045,22927,460,3225
9,9,9,Comedy,1727840,64655,1335,4837
6,6,6,Entertainment,330659,26222,152,2003
7,7,7,People & Blogs,64294,2263,176,226
14,14,14,Howto & Style,1787925,54676,9574,6254
4,4,4,People & Blogs,602591,28347,1436,1897
2,2,2,Howto & Style,28484,334,23,21
1,1,1,Howto & Style,64484,3469,130,408
7,7,7,Howto & Style,139263,5225,215,447
8,8,8,Entertainment,502957,10847,759,2748
4,4,4,Howto & Style,185948,7934,404,1580
8,8,8,People & Blogs,159384,4667,187,281
6,6,6,Entertainment,5962519,100761,2331,14578
6,6,6,Howto & Style,372894,39649,208,4369
15,15,15,Entertainment,1575302,122145,690,20481
4,4,4,Science & Technology,533134,12055,600,885
3,3,3,People & Blogs,141308,4455,169,327
13,13,13,People & Blogs,1867337,63749,2833,6580
13,13,13,Film & Animation,1250022,22538,9079,2305
7,7,7,Howto & Style,951177,50807,1037,3739
2,2,2,Science & Technology,11503,304,60,60
7,7,7,Music,140887,1659,41,127
6,6,6,Comedy,645532,32580,527,2553
9,9,9,Music,8076063,214451,2661,5863
5,5,5,Music,4165797,153380,1719,5206
5,5,5,Music,352090,12187,87,347
6,6,6,Howto & Style,1194183,49479,1146,1661
6,6,6,Howto & Style,173562,4101,150,156
5,5,5,Comedy,3153075,36305,7245,7676
2,2,2,Science & Technology,533775,7027,427,627
2,2,2,Film & Animation,3519,9,2,2
6,6,6,Film & Animation,21701,64,14,9
6,6,6,Entertainment,12955997,200539,7647,35147
3,3,3,Gaming,2557709,65412,2264,17165
15,15,15,Music,2986867,89221,1907,3327
13,13,13,Music,12122117,293849,9663,11076
7,7,7,Music,6595340,308698,5220,14711
7,7,7,Film & Animation,714665,39031,837,2636
6,6,6,Science & Technology,292087,3968,236,789
7,7,7,Entertainment,60568,2013,19,309
6,6,6,People & Blogs,250852,15554,195,1122
5,5,5,Pets & Animals,930576,25617,360,1316
1,1,1,Entertainment,1277694,15943,1592,1683
5,5,5,Entertainment,1184957,31271,513,1610
1,1,1,Music,9632678,810895,16139,59473
5,5,5,Music,1024814,174637,534,7475
5,5,5,Music,186722,9773,41,422
2,2,2,Entertainment,207678,10372,69,554
2,2,2,Entertainment,2464874,127288,1129,3966
3,3,3,News & Politics,81267,782,71,213
1,1,1,Comedy,391656,8076,199,359
5,5,5,Film & Animation,41375,1764,31,117
11,11,11,Music,1168351,135280,1917,6282
6,6,6,Music,150880,10110,110,669
5,5,5,Comedy,94640,7269,62,1053
6,6,6,News & Politics,624237,5269,1612,6166
4,4,4,News & Politics,1106828,5263,608,2563
7,7,7,News & Politics,1149123,5311,713,2993
15,15,15,News & Politics,1144984,4027,368,1484
6,6,6,Comedy,713784,10904,480,741
15,15,15,News & Politics,10277358,49782,3964,0
6,6,6,Music,2502652,156175,1713,9340
7,7,7,Pets & Animals,555861,24288,228,709
2,2,2,Entertainment,563802,19536,240,895
5,5,5,Sports,366172,1880,267,933
7,7,7,Pets & Animals,792814,12441,1837,6561
5,5,5,News & Politics,1364148,12058,3301,7014
11,11,11,Entertainment,219948,12175,284,2813
13,13,13,News & Politics,192417,513,716,1206
7,7,7,Entertainment,1066607,8445,28292,6759
2,2,2,News & Politics,406220,2285,436,1820
5,5,5,Sports,47760,132,77,45
6,6,6,Entertainment,1554433,14272,233,699
6,6,6,Entertainment,150617,1315,395,325
6,6,6,People & Blogs,507753,45824,341,2333
5,5,5,Sports,4478472,83646,2674,6091
5,5,5,Sports,128236,681,37,86
4,4,4,Film & Animation,84443,991,452,266
2,2,2,Howto & Style,203919,7358,72,824
11,11,11,Autos & Vehicles,1110127,21698,1193,7503
7,7,7,Film & Animation,2497708,16034,709,1528
6,6,6,Autos & Vehicles,1279582,26242,1466,9559
6,6,6,News & Politics,953306,4654,2622,2510
10,10,10,News & Politics,268145,6793,340,4592
7,7,7,Science & Technology,8258089,188886,6296,33950
1,1,1,Howto & Style,26967,836,36,190
3,3,3,Science & Technology,31505,191,1,4
3,3,3,News & Politics,377906,1956,796,1001
7,7,7,Entertainment,62644,199,281,236
6,6,6,People & Blogs,307975,9093,225,2172
1,1,1,People & Blogs,49462,198,6,24
1,1,1,Entertainment,318399,2041,131,291
5,5,5,News & Politics,16361,1032,184,351
2,2,2,Entertainment,2393894,46472,36669,20572
2,2,2,People & Blogs,403851,8833,338,1468
4,4,4,People & Blogs,791659,16529,556,2514
15,15,15,People & Blogs,1116764,54358,1142,4758
9,9,9,People & Blogs,249314,15792,336,955
12,12,12,Comedy,5386126,68124,2136,3652
10,10,10,Howto & Style,839813,48283,1145,3746
7,7,7,News & Politics,142825,1438,726,628
8,8,8,Entertainment,364914,10007,187,1143
10,10,10,Howto & Style,492089,42661,559,4027
3,3,3,Howto & Style,36110,1419,126,77
7,7,7,Science & Technology,4979612,46680,11703,0
10,10,10,Howto & Style,253615,6119,729,609
1,1,1,Entertainment,1127588,47801,1141,2560
9,9,9,Entertainment,83499,1835,175,140
6,6,6,Science & Technology,429830,22885,141,3433
9,9,9,Science & Technology,1036632,29431,3382,3736
14,14,14,Science & Technology,7365395,98457,17797,0
16,16,16,Pets & Animals,1672881,40396,1404,3286
6,6,6,Pets & Animals,592859,25057,235,1646
1,1,1,Nonprofits & Activism,23634,131,13,23
20,20,20,Entertainment,2651325,89452,1550,4651
5,5,5,Howto & Style,85744,3665,62,332
2,2,2,People & Blogs,1132624,38124,482,1333
7,7,7,Howto & Style,1220106,27221,684,1202
3,3,3,Howto & Style,648890,14061,699,818
6,6,6,Entertainment,64214,1795,46,257
7,7,7,Film & Animation,1919186,45916,1305,4958
7,7,7,Film & Animation,1531538,36000,546,4344
7,7,7,Film & Animation,4812273,112003,5940,16770
15,15,15,Film & Animation,1921167,58740,1292,6149
7,7,7,Film & Animation,1480903,59930,1248,5113
7,7,7,Film & Animation,2091534,58896,2246,6696
14,14,14,Film & Animation,1402067,39490,5465,5724
7,7,7,Film & Animation,3020358,66758,2054,7572
11,11,11,Film & Animation,1823566,42678,1234,4908
3,3,3,Film & Animation,2091513,57593,1157,5176
7,7,7,Film & Animation,2693629,70629,2403,11200
7,7,7,Film & Animation,910973,22021,408,3457
7,7,7,Film & Animation,1535652,36776,1758,4446
7,7,7,Film & Animation,3085206,78801,5938,18457
6,6,6,Film & Animation,1273082,35215,369,4826
6,6,6,Film & Animation,2819213,54017,1734,6646
5,5,5,Film & Animation,2174369,60161,2431,6288
6,6,6,Film & Animation,1203351,33421,684,3481
7,7,7,Film & Animation,1895941,46102,1227,5513
7,7,7,Film & Animation,2109158,61175,1042,5791
7,7,7,Film & Animation,1225593,28014,861,3978
14,14,14,Film & Animation,3259936,87201,2482,9892
5,5,5,Film & Animation,1311352,30029,820,4443
7,7,7,Comedy,142281,10645,280,1350
12,12,12,Howto & Style,134436,6563,137,348
17,17,17,Howto & Style,932859,37240,1269,2874
8,8,8,Autos & Vehicles,15904385,1088,2175,356
9,9,9,Entertainment,850594,27109,1225,5306
1,1,1,News & Politics,5870,11,0,5
5,5,5,Film & Animation,15127,153,10,5
2,2,2,News & Politics,40026,127,137,319
9,9,9,Entertainment,502880,5551,260,473
9,9,9,Entertainment,12150342,5124,434,564
6,6,6,Entertainment,14118990,5790,593,628
15,15,15,Entertainment,5143350,48280,2276,6011
11,11,11,News & Politics,290706,1882,7859,3852
9,9,9,Sports,856936,2319,270,655
1,1,1,Sports,364182,3759,140,831
4,4,4,Film & Animation,91982,1569,301,351
7,7,7,Education,284574,11648,453,799
12,12,12,Education,341347,13991,355,1472
7,7,7,Education,774407,23638,505,1671
3,3,3,Entertainment,42239,1115,42,307
2,2,2,Science & Technology,1167646,2691,916,1122
3,3,3,Film & Animation,5660813,192957,2846,13088
9,9,9,Entertainment,1725355,28520,791,2572
7,7,7,Education,538546,19822,245,6479
1,1,1,News & Politics,55814,536,36,96
1,1,1,Entertainment,548352,15299,177,884
5,5,5,Education,141741,5761,352,1179
10,10,10,Entertainment,659212,40883,305,1458
5,5,5,Comedy,788112,41026,2190,2679
7,7,7,Science & Technology,143706,4196,72,277
1,1,1,Education,677636,119241,504,7194
8,8,8,Education,175566,4900,617,398
5,5,5,News & Politics,182121,4982,160,1968
9,9,9,Education,321872,18957,750,3384
8,8,8,Education,514568,14947,552,4183
5,5,5,Education,267142,7085,219,595
9,9,9,Education,724152,14687,1156,3452
3,3,3,News & Politics,65990,1265,55,293
12,12,12,Entertainment,667346,35253,558,1796
8,8,8,Education,318714,15229,139,1308
8,8,8,Science & Technology,749223,7428,377,1743
11,11,11,Entertainment,1217872,38111,2850,7038
4,4,4,Entertainment,4100981,102822,1761,3960
13,13,13,Entertainment,2574791,141679,913,5422
9,9,9,Howto & Style,148207,4460,199,460
3,3,3,People & Blogs,133030,7281,777,571
14,14,14,People & Blogs,839932,42271,643,3348
7,7,7,Comedy,195363,12937,274,760
12,12,12,Science & Technology,448413,19857,448,2255
6,6,6,Howto & Style,178433,7481,249,361
8,8,8,Howto & Style,3083469,193377,1218,10440
5,5,5,Education,140445,9466,106,706
4,4,4,Howto & Style,302719,14565,601,1933
2,2,2,Science & Technology,561205,7766,399,918
1,1,1,Travel & Events,106973,1902,41,681
4,4,4,Travel & Events,376264,5087,405,1263
4,4,4,Education,224317,5632,257,773
4,4,4,Education,527531,10200,540,2197
7,7,7,Education,448585,14990,683,1713
3,3,3,Howto & Style,22302,930,19,66
9,9,9,Education,1769751,187892,1298,10742
5,5,5,Howto & Style,26214,726,22,66
1,1,1,Howto & Style,22383,921,26,78
22,22,22,Entertainment,14890847,142231,4647,6042
